MEMBER,,TYPE,TEXT,規格書
SOR061,已下載,RPG,銷貨退回明細表 (SCREEN CHECK),
SOR0611,已下載,RPG,銷貨退回明細表 (PRINT REPORTS),
SOR0612,已下載,RPG,銷貨退回明細表 (PRINT REPORTS),
SOR062,已下載,RPG,產品收回明細表 (SCREEN CHECK),
SOR0621,已下載,RPG,產品收回明細表 (PRINT REPORTS),
SOR0622,已下載,RPG,產品收回明細表 (PRINT REPORTS),
SOR063,已下載,RPG,產品送貨彙總表 (SCREEN CHECK)               A1084,
SOR0631,已下載,RPG,產品送貨彙總表 (WRITE WORK FILE)            A1084,
SOR0632,已下載,RPG,產品送貨彙總表 (PRINT REPORTS)              A1084,
SOR064,已下載,RPG,試飲收回明細表 (SCREEN CHECK),
SOR0641,已下載,RPG,試飲收回明細表 (PRINT REPORTS),
SOR0642,已下載,RPG,試飲收回明細表 (PRINT REPORTS),
SOR065,已下載,RPG,銷售訂單列印 (SCREEN CHECK),
SOR0651,已下載,RPG,銷售訂單列印 (PRINT REPORTS),
SOR066,已下載,RPG,客戶銷售明細表 (SCREEN CHECK),
SOR0661,已下載,RPG,客戶銷售明細表 (WRITE WORK FILE),
SOR0662,已下載,RPG,客戶銷售明細表 (PRINT REPORTS),
SOR067,已下載,RPG,通路型態報價重覆檢核表,
SOR0671,已下載,RPG,客戶報價重覆檢核表,
SOR068,已下載,RPG,辦事處通路搭贈／試飲彙總表 (SCREEN CHECK),
SOR0681,已下載,RPG,辦事處通路搭贈／試飲彙總表 (WRITE WORK FILE),
SOR0682,已下載,RPG,辦事處通路搭贈／試飲彙總表 (PRINT REPORTS),
SOR069,已下載,RPG,業務員領單登記表 (SCREEN CHECK),
SOR0691,已下載,RPG,業務員領單登記表 (WRITE WORK FILE),
SOR0692,已下載,RPG,業務員領單登記表 (PRINT REPORTS),
SOR070,已下載,RPG,產品辦事處通路彙總表 (SCREEN CHECK),
SOR0701,已下載,RPG,產品辦事處通路彙總表 (WRITE WORK FILE),
SOR0702,已下載,RPG,產品辦事處通路彙總表 (PRINT REPORTS),
SOR071,已下載,RPG,普銷訂單／送貨單明細表,
SOR0711,已下載,RPG,普銷訂單／送貨單明細表,
SOR0712,已下載,RPG,普銷訂單／送貨單明細表,
SOR072,已下載,RPG,普銷統一發票列印 (SCREEN CHECK)   套表,
SOR0721,已下載,RPG,普銷統一發票列印 (PRINT REPORTS)  套表,
SOR073,已下載,RPG,組別產品銷售彙總表 (SCREEN CHECK),
SOR0731,已下載,RPG,組別產品銷售彙總表 (WRITE WORK FILE),
SOR0732,已下載,RPG,組別產品銷售彙總表 (PRINT REPORTS),
SOR074,已下載,RPG,業務員訂單獎金報表 (SCREEN CHECK)           A1084,
SOR0741,已下載,RPG,業務員訂單獎金報表 (PRINT REPORTS)          A1084,
SOR075,已下載,RPG,產品退貨分佈明細表 (SCREEN CHECK)           A1084,
SOR0751,已下載,RPG,產品退貨分佈明細表 (WRITE WORK FILE)        A1084,
SOR0752,已下載,RPG,產品退貨分佈明細表 (PRINT REPORTS)          A1084,
SOR076,已下載,RPG,專櫃五日銷售數量報表 (SCREEN CHECK),
SOR0761,已下載,RPG,專櫃五日銷售數量報表 (PRINT REPORTS),
SOR077,已下載,RPG,專櫃五日銷售金額報表 (SCREEN CHECK),
SOR0771,已下載,RPG,專櫃五日銷售金額報表 (PRINT REPORTS),
SOR078,已下載,RPG,專櫃銷售淨額報表 (SCREEN CHECK),
SOR0781,已下載,RPG,專櫃銷售淨額報表 (PRINT REPORTS),
SOR079,已下載,RPG,試飲訂單明細分析報表 (SCREEN CHECK),
SOR0790,已下載,RPG,試飲訂單明細分析表,
SOR0791,已下載,RPG,試飲訂單明細分析表－Ａ,
SOR0792,已下載,RPG,試飲訂單明細分析表－Ｂ,
SOR0793,已下載,RPG,試飲訂單明細分析表－Ｃ,
SOR0794,已下載,RPG,試飲訂單明細分析表－Ｄ,
SOR0795,已下載,RPG,試飲訂單明細分析表－Ｅ,
SOR0796,已下載,RPG,試飲訂單明細分析表,
SOR080,已下載,RPG,專櫃結帳表 (SCREEN CHECK),
SOR0801,已下載,RPG,專櫃結帳表 (WRITE WORK FILE),
SOR0802,已下載,RPG,專櫃結帳表 (PRINT REPORTS),
SOR081,已下載,RPG,通路產品銷售（退）彙總表 (SCREEN CHECK),
SOR0811,已下載,RPG,通路產品銷售（退）彙總表 (WRITE WORK FILE),
SOR0812,已下載,RPG,通路產品銷售（退）彙總表 (PRINT REPORTS),
SOR082,已下載,RPG,專櫃部門銷售統計年報 (SCREEN CHECK),
SOR0821,已下載,RPG,專櫃部門銷售統計年報 (WRITE WORK FILE),
SOR0822,已下載,RPG,專櫃部門銷售統計年報 (PRINT REPORTS),
SOR083,已下載,RPG,專櫃庫存數量週轉報表 (SCREEN CHECK),
SOR0831,已下載,RPG,專櫃五日銷售數量報表 (PRINT REPORTS),
SOR084,已下載,RPG,己核准單據明細表 (SCREEN CHECK)             A1139,
SOR084A,已下載,RPG,己核准單據明細表 (SCREEN CHECK)for addjobscde,
SOR0841,已下載,RPG,已核准單據明細表 (PRINT REPORTS)            A1139,
SOR085,已下載,RPG,專櫃部門銷售金額總表 (SCREEN CHECK),
SOR0851,已下載,RPG,專櫃部門銷售金額總表 (WRITE WF),
SOR0852,已下載,RPG,專櫃部門銷售金額總表 (PRINT REPORTS),
SOR086,已下載,RPG,核准出貨單據彙總表 (SCREEN CHECK),
SOR0861,已下載,RPG,核准出貨單據彙總表 (PRINT REPORTS),
SOR087,已下載,RPG,銷退折讓成本餘數表,
SOR0871,已下載,RPG,銷退折讓成本餘數表  (PRINT REPORTS),
SOR088,已下載,RPG,康齡退貨庫存量檢核表 (SCREEN CHECK),
SOR0881,已下載,RPG,康齡退貨庫存量檢核表 (WRITE WORK FILE),
SOR0882,已下載,RPG,康齡退貨庫存量檢核表 (PRINT REPORTS),
SOR089,已下載,RPG,康齡專櫃銷項稅額 (SCREEN CHECK),
SOR0891,已下載,RPG,康齡專櫃銷項稅額 (REPORT),
SOR090,已下載,RPG,每週客戶銷售已核准明細表 (SCREEN CHECK),
SOR0901,已下載,RPG,每週客戶銷售已核准明細表 (WRITE WORK FILE),
SOR0902,已下載,RPG,每週客戶銷售已核准明細表 (PRINT REPORTS),
SOR091,已下載,RPG,每月客戶銷售明細表 (SCREEN CHECK),
SOR0911,已下載,RPG,每月客戶銷售明細表 (WRITE WORK FILE),
SOR0912,已下載,RPG,每月客戶銷售明細表 (PRINT REPORTS),
SOR092,已下載,RPG,公司產品銷售彙總表 (SCREEN CHECK)           A1084,
SOR0921,已下載,RPG,公司產品銷售彙總表 (WRITE WORK FILE)        A1084,
SOR0922,已下載,RPG,公司產品銷售彙總表 (PRINT REPORTS)          A1084,
SOR094,已下載,RPG,產品出貨彙總表 (SCREEN CHECK),
SOR0941,已下載,RPG,產品出貨彙總表 (PREPARE DATA),
SOR0942,已下載,RPG,產品出貨彙總表 (PREPARE DATA),
SOR0943,已下載,RPG,產品出貨彙總表 (PREPARE DATA),
SOR0944,已下載,RPG,產品出貨彙總表 (GENERATE REPORT),
SOR095,已下載,RPG,產品牌價價目表 (SCREEN CHECK),
SOR0951,已下載,RPG,產品牌價價目表 (from W1AAPF to WF),
SOR0952,已下載,RPG,產品牌價價目表 (from MTMAPF to WF),
SOR0953,已下載,RPG,產品牌價價目表 (from MTMHPF to WF),
SOR159,已下載,RPG,公司產品銷售彙總表 (SCREEN CHECK)           A1084,
SOR1591,已下載,RPG,公司產品銷售彙總表 (WRITE WORK FILE)        A1084,
SOR1592,已下載,RPG,公司產品銷售彙總表 (PRINT REPORTS)          A1084,
SOR160,已下載,RPG,品牌銷售彙總表     (SCREEN CHECK)           A1084,
SOR1601,已下載,RPG,品牌銷售彙總表     (WRITE WORK FILE)        A1084,
SOR1602,已下載,RPG,品牌銷售彙總表     (PRINT REPORTS)          A1084,
SOR1603,已下載,RPG,品牌銷售彙總表     (PRINT REPORTS)          A1084,
SOR161,已下載,RPG,客戶銷售明細表 (SCREEN CHECK),
SOR1611,已下載,RPG,客戶銷售明細表 (WRITE WORK FILE),
SOR1612,已下載,RPG,客戶銷售明細表 (PRINT REPORTS),
SOR162,已下載,RPG,公司產品銷售彙總表 (SCREEN CHECK)  實際箱數 A1491,
SOR1621,已下載,RPG,公司產品銷售彙總表 (WRITE WORK FILE)        A1084,
SOR1622,已下載,RPG,公司產品銷售彙總表 (PRINT REPORTS)          A1084,
SOR165,已下載,RPG,品牌銷售彙總表     (SCREEN CHECK)           A1084,
SOR1651,已下載,RPG,品牌銷售彙總表     (WRITE WORK FILE)        A1084,
SOR1652,已下載,RPG,品牌銷售彙總表     (PRINT REPORTS)          A1084,
SOR201,已下載,RPG,送貨未確認彙總表 (SCREEN CHECK),
SOR2011,已下載,RPG,送貨未確認彙總表,
SOR2012,已下載,RPG,送貨未確認彙總表,
SOS001,已下載,RPG,可試飲收回量,
SOS001T,已下載,RPG,可試飲收回量,
SPR0732,已下載,RPG,通路產品銷售週報表 (PRINT REPORTS)          A1084,
SRCMBR01,已下載,RPG,F4 -- call pubpf4 parameter,
SWD011,已下載,RPG,產品視窗查詢                                A1492,
SWD012,已下載,RPG,試飲原因代號查詢                            A1491,
TRANARAG,已下載,RPG,ARAGPF 轉檔程式　 AG07,
TRANSOSA,已下載,RPG,SOSAPF 轉檔程式　 sa06,
TRANSOSB,已下載,RPG,SOSBPF 轉檔程式　 sB06,
TRANSOSD,已下載,RPG,SOSDPF 轉檔程式　 SD13 SD14,
TRANSOSF,已下載,RPG,SOSFPF 轉檔程式　 SF13 SF14,
TRANSOSJ,已下載,RPG,SOSJPF 轉檔程式　 SJ07,
TRANSOSJ2,已下載,RPG,SOSJPF 轉檔程式　 SJ061,
TRF0XX,已下載,RPG,專櫃盤點資料上傳                            A1491,
TRF001,已下載,RPG,刪除康齡產品暫存檔,
TRF002,已下載,RPG,康齡產品 IA 建檔,
TRF003,已下載,RPG,康齡產品 IA 建檔 -  茂世,
TRF004,已下載,RPG,專櫃期初庫存計算,
TRF005,已下載,RPG,W2BBPF 擴檔,
TRF006,已下載,RPG,SOSDPF 修改,
TRF007,已下載,RPG,修補發票開立    %,
TRF008,已下載,RPG,W2BBPF SOSDPF 修改,
TRF009,已下載,RPG,SOSDPF 修改修改 SD06 ， SD08,
TRF010,已下載,RPG,POPHPF 修改,
TRF011,已下載,RPG,POPPPF  POPHPF POPIPF,
TRF012,已下載,RPG,修復 POPHPF POPIPF POPPPF,
TRF013,已下載,RPG,刪除舊資料 ( 應收部分 ),
TRF016,已下載,RPG,上傳茂世專櫃 11 月期初庫存,
TRF017,已下載,RPG,轉檔盤點系統資料,
TRF018,已下載,RPG,PA#KPF 修正茂世帳列錯誤,
TRNSOSI01,已下載,RPG,SOSIPF  發票主檔刪除 2007  年以前資料,
UPDAP02,已下載,RPG,UPDATE 票據號碼,
UPDSF0,已下載,RPG,UPDATE SF131-good sample,
UPDSF01,已下載,RPG,WRITE TO SF131-sample for circle,
UPDSJ0,已下載,RPG,UPDATE sj09/sj091,
UPDSJ02,已下載,RPG,UPDATE sj09/sj091,
VTA002,已下載,RPG,進項憑證轉檔,
VTA0021,已下載,RPG,進項憑證轉檔作業－來源＝ S0,
VTA0022,已下載,RPG,進項憑證轉檔作業－來源＝ R0,
VTA0023,已下載,RPG,進項憑證轉檔作業－來源＝ F0,
VTA0024,已下載,RPG,進項憑證轉檔作業－來源＝ AP,
VTA0025,已下載,RPG,進項憑證轉檔作業－來源＝ R0,
VTA003,已下載,RPG,進項資料人工輸入,
VTA004,已下載,RPG,銷項資料人工輸入,
VTA011,已下載,RPG,銷項憑證轉檔－銷售,
VTA0111,已下載,RPG,銷項憑證轉檔－銷售,
VTA017,已下載,RPG,合併進銷項資料檔,
VTA0171,已下載,RPG,合併進銷項資料檔,
VTA021,已下載,RPG,銷項憑證轉檔－銷退折讓,
VTA022,已下載,RPG,銷項憑證轉檔－銷退折讓,
VTA0231,已下載,RPG,銷項憑證永不轉檔查詢及取消－銷退折讓,
VTA0232,已下載,RPG,銷項憑證永不轉檔查詢及取消－銷退折讓,
VTB004,已下載,RPG,銷項資料人工輸入轉檔,
VTB0041,已下載,RPG,銷項資料人工輸入轉檔,
VTI001,已下載,RPG,進項發票號碼查詢,
VTR000,已下載,RPG,Reteive SOVPPF to SOVQPF,
VTR010,已下載,RPG,媒體申報轉檔列印,
VTR0101,已下載,RPG,媒體申報轉檔列印 - 進項資料 write work file,
VTR0102,已下載,RPG,媒體申報轉檔列印 - 銷項資料 write work file,
VTR0103,已下載,RPG,媒體申報轉檔列印 - 合併資料 Write file,
VTR0104,已下載,RPG,媒體申報轉帳列印 (PRINT DETAIL REPORTS),
VTR0105,已下載,RPG,媒體申報轉帳列印 (PRINT SUMMARY REPORTS),
VTR020,已下載,RPG,媒體申報人工輸入列印,
VTR0201,已下載,RPG,媒體申報人工列印 - 進項資料 write work file,
VTR0202,已下載,RPG,媒體申報人工列印 - 銷項資料 write work file,
VTR0203,已下載,RPG,媒體申報人工列印 - 合併資料 write work file,
VTR0204,已下載,RPG,媒體申報人工列印 (PRINT DETAIL REPORTS),
VTR0205,已下載,RPG,媒體申報人工列印 (PRINT SUMMARY REPORTS),
VTR030,已下載,RPG,媒體申報轉檔列印 - 銷退折讓,
VTR0301,已下載,RPG,媒體申報轉檔列印 - 銷退折讓 write work file,
VTR0304,已下載,RPG,媒體申報轉帳列印 - 銷退折讓 (PRINT REPORTS),
VTR040,已下載,RPG,媒體申報合併列印,
VTR0401,已下載,RPG,媒體申報合併列印 - 進項資料 write work file,
VTR0402,已下載,RPG,媒體申報合併列印 - 銷項資料 write work file,
VTR0403,已下載,RPG,媒體申報合併列印 - 合併資料 write work file,
VTR0404,已下載,RPG,媒體申報合併列印 (PRINT DETAIL REPORTS),
VTR0405,已下載,RPG,媒體申報合併列印 (PRINT SUMMARY REPORTS),
VTR050,已下載,RPG,媒體申報轉檔列印 -AP,
VTR0501,已下載,RPG,媒體申報轉檔列印 - AP write work file,
VTR0504,已下載,RPG,媒體申報轉帳列印 AP-(PRINT DETAIL REPORTS),
WDS000,已下載,RPG,WDS000- 刪除確認,
WDS000Y,已下載,RPG,代碼規則資料查詢  (WINDOW)                  A1034,
WDS001,已下載,RPG,產品代碼資料查詢  (WINDOW)                  A1034,
WDS002,已下載,RPG,供商代碼資料查詢  (WINDOW),
WDS0021,已下載,RPG,費用商資料查詢  (WINDOW),
WDS0022,已下載,RPG,支付對象料查詢  (WINDOW),
WDS003,已下載,RPG,客戶代碼查詢  (WINDOW)                      A1139,
WDS004,已下載,RPG,客戶信用查詢  (WINDOW)                      A1139,
WDS005,已下載,RPG,員工代碼資料查詢  (WINDOW)                  A1034,
WDS006,已下載,RPG,採購備註資料查詢  (WINDOW)                  A1034,
WDS007,已下載,RPG,地區代碼資料查詢  (WINDOW)                  A1139,
WDS008,已下載,RPG,單別資料查詢  (WINDOW)                      A1139,
WDS009,已下載,RPG,銷售通路型態資料查詢  (WINDOW)              A1139,
WDS010,已下載,RPG,銷售地區區域資料查詢  (WINDOW)              A1139,
WDS011,已下載,RPG,印表機資料查詢  (WINDOW)                    A1139,
WDS012,已下載,RPG,代碼規則資料查詢  (WINDOW)                  A1034,
WDS013,已下載,RPG,物流點資料查詢  (WINDOW)                    A1139,
WDS0141,已下載,RPG,銀行帳號查詢－進銷存    (WINDOW),
WDS015,已下載,RPG,業務員代碼查詢  (WINDOW),
WDS016,已下載,RPG,部門組別查詢    (WINDOW),
WDS017,已下載,RPG,採購單號查詢    (WINDOW),
WDS0171,已下載,RPG,採購單號查詢    (WINDOW),
WDS018,已下載,RPG,通路代號查詢    (WINDOW),
WDS019,已下載,RPG,統一發票號碼查詢    (WINDOW),
WDS020,已下載,RPG,送貨單號查詢    (WINDOW),
WDS021,已下載,RPG,收款種類代號查詢    (WINDOW),
WDS022,已下載,RPG,統一發票號碼查詢    (WINDOW),
WDS023,已下載,RPG,統一發票號碼查詢    (WINDOW),
WDS024,已下載,RPG,客戶代號查詢    (WINDOW),
WDS025,已下載,RPG,盤點單號查詢    (WINDOW),
WDS026,已下載,RPG,品牌代號查詢    (WINDOW),
WDS027,已下載,RPG,驗收單號查詢    (WINDOW),
WDS028,已下載,RPG,調撥單號查詢    (WINDOW),
WDS029,已下載,RPG,銀行帳號查詢－總帳    (WINDOW),
WDS030,已下載,RPG,送貨單號查詢    (WINDOW),
WDS031,已下載,RPG,經銷商客戶查詢  (WINDOW),
WDS032,已下載,RPG,經銷商產品查詢  (WINDOW),
WDS033,已下載,RPG,銀行帳號查詢－總帳    (WINDOW),
WDS034,已下載,RPG,客戶集團代號查詢    (WINDOW),
WDS035,已下載,RPG,試飲原因代號查詢    (WINDOW),
WDS036,已下載,RPG,費用單位查詢    (WINDOW),
WDS037,已下載,RPG,大區域代碼資料查詢  (WINDOW),
WDS038,已下載,RPG,產品類別資料查詢 (WINDOW),
WDS039,已下載,RPG,新產品種類代碼查詢 (WINDOW),
WDS040,已下載,RPG,容量代碼查詢    (WINDOW),
WDS041,已下載,RPG,格式代碼查詢    (WINDOW),
WDS042,已下載,RPG,間接客戶代碼查詢 (WINDOW)                   A1139,
WDS043,已下載,RPG,客戶統編查詢  (WINDOW)                      A1139,
WDS112,已下載,RPG,專櫃部門別資料全頁查詢                   A1149,
WOA001,已下載,RPG,庫存初值資料輸入,
WOA100,已下載,RPG,市調客戶資料維護,
WOA1001,已下載,RPG,市調客戶資料維護,
WOA1002,已下載,RPG,市調客戶員工資料維護,
WOA1003,已下載,RPG,市調客戶產品資料維護,
WOA1004,已下載,RPG,市調客戶出貨資料維護,
WOA1005,已下載,RPG,市調客戶別名資料維護,
WOA200,已下載,RPG,市調客戶資料維護,
WOB001,已下載,RPG,經銷商訂單轉進貨批次 (SCREEN CHECK),
WOB0011,已下載,RPG,經銷商訂單轉進貨批次 (BATCH),
WOR100,已下載,RPG,ＣＲＣ客戶清冊 (SCREEN CHECK),
WOR1001,已下載,RPG,ＣＲＣ客戶清冊－依客戶別排序 (PRINT REPORTS),
WOR110,已下載,RPG,ＣＲＣ客戶員工清冊 (SCREEN CHECK),
WOR1101,已下載,RPG,ＣＲＣ客戶員工清冊 (PRINT REPORTS),
WOR120,已下載,RPG,ＣＲＣ客戶清冊 (SCREEN CHECK),
WOR1201,已下載,RPG,ＣＲＣ客戶清冊 (PRINT REPORTS),
WSA001,已下載,RPG,送貨確認作業處理                            A1087,
WUPMJ,已下載,RPG,資料補入 MTMJPF - 上線使用,
Y2K,已下載,RPG,utility for y2k transfer source,
ZZ001,已下載,RPG,更新 IMIXPF & IMIYPF,
Z001,已下載,RPG,進銷存彙總表 (PRINT REPORTS)    920826      A1139,
Z002R,已下載,RPG,2016 申請 2015 活動試飲酒總量 (COST),
Z003R,已下載,RPG,比對年終數量,
Z003R1,已下載,RPG,比對年終成本,
Z003R2,已下載,RPG,比對年終數量,
